2013-01-06 22:00:01,11,00111001,0,-6.256038,53.365734,679,33642,17,0
2013-01-06 22:00:01,31,00321001,0,-6.249868,53.351669,-152,38088,675,0
2013-01-06 22:00:01,46,046A0001,0,-6.254628,53.333813,-469,43002,845,0
2013-01-06 22:00:01,65,065B1001,0,-6.256095,53.346840,200,38001,1358,0
2013-01-06 22:00:01,16,00161001,0,-6.270871,53.332344,-16,33629,1348,0
2013-01-06 22:00:01,140,01400001,0,-6.258261,53.343033,-209,33621,334,0
2013-01-06 22:00:01,39,00390001,0,-6.408792,53.390324,-395,33433,1879,0
2013-01-06 22:00:01,39,00390001,0,-6.277521,53.345589,-37,33315,1444,0
2013-01-06 22:00:01,67,00671001,0,-6.538551,53.339741,-29,40002,3928,0
2013-01-06 22:00:01,11,00111001,0,-6.236848,53.305286,135,33468,875,0
2013-01-06 22:00:01,54,054A0001,0,-6.257030,53.345615,-4,33393,342,0
2013-01-06 22:00:01,44,00440001,0,-6.248067,53.386650,1,33081,208,1
2013-01-06 22:00:01,7,00071004,0,-6.229517,53.328518,164,43011,2041,0
2013-01-06 22:00:01,9,00091001,0,-6.306700,53.403782,-661,33439,7131,1
2013-01-06 22:00:01,46,00471001,0,-6.222459,53.337624,-189,33529,393,0
2013-01-06 22:00:01,9,00091001,0,-6.270385,53.355141,-245,40003,194,0
2013-01-06 22:00:01,39,039A1001,0,-6.393137,53.393414,70,40005,4489,0
2013-01-06 22:00:01,40,00400001,0,-6.317951,53.339840,-233,33407,1947,1
2013-01-06 22:00:01,145,01450001,0,-6.136450,53.169518,-661,38093,6000,1
2013-01-06 22:00:01,120,,0,-6.260517,53.352932,640,33305,6004,0
2013-01-06 22:00:01,272,027B0001,0,-6.209587,53.386086,178,33504,1223,0
2013-01-06 22:00:01,41,00410001,0,-6.256700,53.348885,0,33115,288,1
2013-01-06 22:00:01,332,033B1001,0,-6.118462,53.500019,0,33509,3732,0
2013-01-06 22:00:01,151,01511002,0,-6.426084,53.339802,0,43028,4606,1
2013-01-06 22:00:01,151,01510002,0,-6.383601,53.328270,-357,43024,6149,0
2013-01-06 22:00:01,40,00401001,0,-6.298467,53.390839,517,33525,2958,0
2013-01-06 22:00:01,122,01220001,0,-6.284027,53.331604,-488,33144,1362,0
2013-01-06 22:00:01,66,,0,-6.590300,53.370483,0,33365,3980,0
2013-01-06 22:00:01,25,025B1001,0,-6.423746,53.346802,309,38053,4631,0
2013-01-06 22:00:01,38,00700001,0,-6.474250,53.419468,-61,33584,3333,1
2013-01-06 22:00:01,79,,0,-6.367133,53.340282,60,33354,2670,0
2013-01-06 22:00:04,44,00440001,0,-6.170050,53.192867,-121,33329,4096,1
2013-01-06 22:00:04,1,00010001,0,-6.262050,53.391151,2,43076,226,1
2013-01-06 22:00:04,13,00131007,0,-6.265215,53.385193,232,33403,4680,0
2013-01-06 22:00:04,27,077A0001,0,-6.343201,53.291801,-330,33519,2447,0
2013-01-06 22:00:04,7,00071003,0,-6.134284,53.265316,0,43007,3226,1
2013-01-06 22:00:04,332,033B1001,0,-6.118352,53.499992,0,33509,3732,0
2013-01-06 22:00:04,145,01450001,0,-6.101333,53.204849,0,38025,4129,1
2013-01-06 22:00:04,14,00140001,0,-6.249467,53.276543,-283,40035,2858,0
2013-01-06 22:00:04,39,,0,-6.245650,53.331532,0,33597,7333,0
2013-01-06 22:00:04,16,00161001,0,-6.234534,53.424572,-330,33130,1630,0
2013-01-06 22:00:04,17,,0,-6.296450,53.335682,56,33197,1380,0
2013-01-06 22:00:04,150,01500001,0,-6.319592,53.307625,197,33480,6163,0
2013-01-06 22:00:04,16,00160001,0,-6.254432,53.369648,-244,33423,45,0
2013-01-06 22:00:04,75,00751001,0,-6.186120,53.278824,-109,33618,2061,0
2013-01-06 22:00:04,123,01231001,0,-6.322870,53.327553,-597,38043,1419,0
2013-01-06 22:00:04,18,,0,-6.383083,53.357918,420,33544,4359,0
2013-01-06 22:00:04,37,00370001,0,-6.373036,53.378643,-323,33576,7380,0
2013-01-06 22:00:04,37,00371001,0,-6.391860,53.394241,2,33575,4747,0
2013-01-06 22:00:04,40,040D1001,0,-6.261073,53.352112,195,33154,4725,1
2013-01-06 22:00:04,46,046A1001,0,-6.296578,53.350586,-735,38031,806,0
2013-01-06 22:00:04,75,00751001,0,-6.362155,53.287437,886,33617,2617,0
2013-01-06 22:00:04,1,00011001,0,-6.249279,53.390224,-538,43074,222,0
2013-01-06 22:00:04,145,01841001,0,-6.101302,53.204727,1151,33612,2973,1
2013-01-06 22:00:04,84,01851001,0,-6.134820,53.195568,146,33639,4194,0
2013-01-06 22:00:04,76,00760001,0,-6.373726,53.286015,-47,33408,4347,0
2013-01-06 22:00:04,11,00110001,0,-6.275067,53.386383,1,33466,6122,1
2013-01-06 22:00:04,4,,0,-6.136617,53.292183,0,43039,7330,0
2013-01-06 22:00:04,747,07470001,0,-6.292583,53.346985,3,40037,4319,1
2013-01-06 22:00:04,4,00040001,0,-6.278883,53.416801,0,33280,324,1
2013-01-06 22:00:04,145,01451001,0,-6.118974,53.194817,179,38096,2994,0
2013-01-06 22:00:04,747,07471001,0,-6.240026,53.347561,-3,40038,7398,0
2013-01-06 22:00:04,271,027A0001,0,-6.182362,53.396641,484,38079,1789,0
2013-01-06 22:00:04,46,00470001,0,-6.210532,53.268005,-144,33613,7418,0
2013-01-06 22:00:04,1,00011001,0,-6.212300,53.324234,2,43073,381,1
2013-01-06 22:00:04,451,045A0001,0,-6.125043,53.189445,667,33646,7522,0
2013-01-06 22:00:04,272,,0,-6.278717,53.416866,313,33454,324,0
2013-01-06 22:00:04,7,00070004,0,-6.137250,53.262543,130,43009,3214,0
2013-01-06 22:00:04,11,00110001,0,-6.246764,53.321640,187,38092,853,0
2013-01-06 22:00:04,171,,0,-6.151633,53.391232,449,33216,956,0
2013-01-06 22:00:04,40,00401001,0,-6.271428,53.364552,328,33362,837,0
2013-01-06 22:00:04,123,01230001,0,-6.239907,53.363171,-311,38037,501,0
2013-01-06 22:00:04,25,025A0001,0,-6.250783,53.339317,0,33357,7391,1
2013-01-06 22:00:04,747,07471001,0,-6.300667,53.347134,-121,40045,4319,1
2013-01-06 22:00:04,122,,0,-6.311200,53.373451,668,33311,4525,0
2013-01-06 22:00:04,27,00271001,0,-6.401883,53.279251,0,33495,2353,1
2013-01-06 22:00:04,84,00840001,0,-6.065766,53.072556,232,38030,7272,0
2013-01-06 22:00:04,15,015A1001,0,-6.264912,53.326626,-106,33476,1070,0
2013-01-06 22:00:04,76,00761001,0,-6.401452,53.334633,-33,33288,2117,0
2013-01-06 22:00:04,84,00841001,0,-6.174733,53.299465,0,38099,7188,1
2013-01-06 22:00:04,1,00010001,0,-6.218115,53.334316,-438,43075,372,0
2013-01-06 22:00:04,27,00270001,0,-6.172250,53.402050,1,33346,4595,1
2013-01-06 22:00:06,120,01201001,0,-6.333050,53.377384,0,33436,284,1
2013-01-06 22:00:06,25,025A0001,0,-6.418777,53.344837,-191,33610,4603,0
2013-01-06 22:00:06,67,,0,-6.250550,53.339268,0,33446,7391,0
2013-01-06 22:00:06,39,,0,-6.436867,53.391617,0,40004,7157,0
2013-01-06 22:00:06,13,00130008,0,-6.426135,53.324749,-560,33156,2143,0
2013-01-06 22:00:06,46,046A0001,0,-6.145464,53.287457,-364,33648,2031,0
2013-01-06 22:00:06,27,00271001,0,-6.200680,53.400978,-522,33242,1266,0
2013-01-06 22:00:06,130,01301001,0,-6.249786,53.351799,-100,33036,675,0
2013-01-06 22:00:06,79,00791001,0,-6.323264,53.341465,205,33360,2718,0
2013-01-06 22:00:06,15,015A0001,0,-6.234416,53.344898,0,33470,7077,1
2013-01-06 22:00:06,16,00160001,0,-6.241967,53.427967,4,33123,7347,1
2013-01-06 22:00:06,40,00400001,0,-6.400187,53.336235,-18,38074,2128,0
2013-01-06 22:00:06,38,00381001,0,-6.273075,53.360794,65,33596,80,0
2013-01-06 22:00:06,33,00331001,0,-6.156941,53.523411,358,43055,3852,0
2013-01-06 22:00:06,4,00041001,0,-6.272317,53.354954,-272,43032,194,0
2013-01-06 22:00:06,145,01450001,0,-6.291871,53.346329,-1,38034,4320,0
2013-01-06 22:00:06,332,033B1001,0,-6.277000,53.416950,32,33456,3690,0
2013-01-06 22:00:06,41,00411001,0,-6.261192,53.352390,-64,33397,52,0
2013-01-06 22:00:06,16,00160001,0,-6.282542,53.290882,-441,33395,1321,0
2013-01-06 22:00:06,65,00651001,0,-6.614984,53.133465,4,38007,7289,1
2013-01-06 22:00:06,16,00161001,0,-6.260913,53.360134,-104,33418,14,0
2013-01-06 22:00:06,49,00491001,0,-6.275677,53.329376,337,33477,1345,0
2013-01-06 22:00:06,272,027B1001,0,-6.230224,53.395329,199,33167,1231,0
2013-01-06 22:00:06,171,017A1002,1,-6.391952,53.394073,964,40021,7389,0
2013-01-06 22:00:06,122,01221001,0,-6.279561,53.360924,164,33051,56,0
2013-01-06 22:00:06,40,00401001,0,-6.380317,53.345619,-29,38068,7510,0
2013-01-06 22:00:06,66,,0,-6.250183,53.339199,0,33577,7391,0
2013-01-06 22:00:06,65,,0,-6.427166,53.290550,205,38005,4713,0
2013-01-06 22:00:06,123,01231001,0,-6.227533,53.368534,-116,38040,1491,0
2013-01-06 22:00:06,15,00151001,0,-6.259105,53.346283,-206,33487,794,0
2013-01-06 22:00:06,16,00161001,0,-6.248300,53.271767,0,33419,5171,1
2013-01-06 22:00:06,46,046A0001,0,-6.297483,53.351433,4,38028,807,1
2013-01-06 22:00:06,15,00150001,0,-6.152423,53.402489,-25,33502,6318,0
2013-01-06 22:00:06,14,00141001,0,-6.262257,53.300182,-162,33388,4709,0
2013-01-06 22:00:06,40,00400001,0,-6.298700,53.389267,4,33290,4592,1
2013-01-06 22:00:06,13,00131007,0,-6.311496,53.340633,203,33412,1990,0
2013-01-06 22:00:06,41,041C0001,0,-6.229825,53.424568,-443,33271,3670,1
2013-01-06 22:00:06,16,00160001,0,-6.248116,53.271832,65,33119,2975,1
2013-01-06 22:00:06,40,00401001,0,-6.265347,53.344200,50,33161,2002,0
2013-01-06 22:00:06,7,00070004,0,-6.248392,53.340340,-157,43008,408,0
2013-01-06 22:00:06,83,00831004,0,-6.309618,53.319759,-54,40020,2493,0
2013-01-06 22:00:06,9,00090001,0,-6.265356,53.335945,-383,33376,1284,0
2013-01-06 22:00:06,44,00441001,0,-6.246315,53.292706,289,33328,2866,0
2013-01-06 22:00:06,27,00271001,0,-6.279914,53.338543,-128,33489,2380,0
2013-01-06 22:00:08,39,039A1001,0,-6.216883,53.304966,0,33299,767,1
2013-01-06 22:00:08,27,077A1001,0,-6.259247,53.344784,100,33383,1358,0
2013-01-06 22:00:08,27,00270001,0,-6.361949,53.287827,-259,33386,2603,0
2013-01-06 22:00:08,46,046A1001,0,-6.238858,53.323441,-50,33538,774,0
2013-01-06 22:00:08,25,025B0001,0,-6.281671,53.346287,-67,33399,1445,0
2013-01-06 22:00:08,46,046A0001,0,-6.135567,53.295116,0,33539,2039,1
2013-01-06 22:00:08,15,,0,-6.326633,53.271034,0,33492,6285,0
2013-01-06 22:00:08,9,00091001,0,-6.304217,53.403069,-962,33434,7131,1
2013-01-06 22:00:08,13,00131007,0,-6.450732,53.330105,5,33605,7229,0
2013-01-06 22:00:08,39,039A0001,0,-6.399401,53.398144,-70,33591,1869,0
2013-01-06 22:00:08,38,038A1001,0,-6.423186,53.413540,-94,40007,4989,0
2013-01-06 22:00:08,39,00391001,0,-6.371392,53.384872,160,40006,1842,0
2013-01-06 22:00:08,15,00150001,0,-6.256938,53.336426,-753,33552,844,0
2013-01-06 22:00:08,122,01221001,0,-6.319250,53.325001,0,33375,1423,1
2013-01-06 22:00:08,56,,0,-6.373734,53.285999,15,33488,4344,0
