2013-01-25 02:00:02,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:00:04,145,01840001,0,-6.099216,53.203232,-205,38096,6138,1
2013-01-25 02:00:22,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:00:24,145,01840001,0,-6.099233,53.203232,-205,38096,6138,1
2013-01-25 02:00:44,66,00260001,0,-6.274850,53.353401,-346,33572,2210,1
2013-01-25 02:00:44,145,01840001,0,-6.099250,53.203232,-205,38096,6138,1
2013-01-25 02:01:02,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:01:06,145,01840001,0,-6.099233,53.203232,-205,38096,6138,1
2013-01-25 02:01:22,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:01:25,145,01840001,0,-6.099216,53.203232,-205,38096,6138,1
2013-01-25 02:01:43,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:01:45,145,01840001,0,-6.099200,53.203232,-205,38096,6138,1
2013-01-25 02:02:03,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:02:05,145,01840001,0,-6.099184,53.203217,-205,38096,6138,1
2013-01-25 02:02:23,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:02:25,145,01840001,0,-6.099200,53.203232,-205,38096,6138,1
2013-01-25 02:02:43,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:02:47,145,01840001,0,-6.099200,53.203232,-205,38096,6138,1
2013-01-25 02:03:03,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:03:05,145,01840001,0,-6.099167,53.203232,-205,38096,6138,1
2013-01-25 02:03:23,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:03:25,145,01840001,0,-6.099200,53.203232,-205,38096,6138,1
2013-01-25 02:03:43,66,00260001,0,-6.274833,53.353416,-346,33572,2210,1
2013-01-25 02:03:45,145,01840001,0,-6.099233,53.203232,-205,38096,6138,1
2013-01-25 02:04:03,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:04:24,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:04:44,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:05:02,66,00260001,0,-6.274850,53.353401,-346,33572,2210,1
2013-01-25 02:05:42,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:06:04,66,00260001,0,-6.274883,53.353401,-346,33572,2210,1
2013-01-25 02:06:16,33,00331005,0,-6.254550,53.355251,-434,43053,49,0
2013-01-25 02:06:22,66,00260001,0,-6.274883,53.353416,-346,33572,2210,1
2013-01-25 02:06:34,145,01450001,0,-6.136472,53.170437,-405,33537,6000,1
2013-01-25 02:06:42,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:07:02,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:07:24,66,00260001,0,-6.274883,53.353416,-346,33572,2210,1
2013-01-25 02:07:43,66,00260001,0,-6.274867,53.353401,-346,33572,2210,1
2013-01-25 02:08:03,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:08:23,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:08:46,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:09:02,66,00260001,0,-6.274867,53.353432,-346,33572,2210,1
2013-01-25 02:09:24,66,00260001,0,-6.274883,53.353432,-346,33572,2210,1
2013-01-25 02:09:42,66,00260001,0,-6.274883,53.353432,-346,33572,2210,1
2013-01-25 02:10:04,66,00260001,0,-6.274850,53.353432,-346,33572,2210,1
2013-01-25 02:10:26,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:10:42,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:10:52,145,01840001,0,-6.099233,53.203232,-205,38096,6138,1
2013-01-25 02:11:02,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:11:24,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:11:42,66,00260001,0,-6.274850,53.353432,-346,33572,2210,1
2013-01-25 02:12:02,66,00260001,0,-6.274883,53.353416,-346,33572,2210,1
2013-01-25 02:12:23,66,00260001,0,-6.274883,53.353416,-346,33572,2210,1
2013-01-25 02:12:45,66,00260001,0,-6.274850,53.353432,-346,33572,2210,1
2013-01-25 02:13:03,66,00260001,0,-6.274867,53.353432,-346,33572,2210,1
2013-01-25 02:13:21,33,00331005,0,-6.254550,53.355251,-434,43053,49,0
2013-01-25 02:13:23,66,00260001,0,-6.274867,53.353416,-346,33572,2210,1
2013-01-25 02:13:43,66,00260001,0,-6.274850,53.353432,-346,33572,2210,1
2013-01-25 02:14:03,66,00260001,0,-6.274850,53.353432,-346,33572,2210,1
2013-01-25 02:14:21,66,00260001,0,-6.274867,53.353432,-346,33572,2210,1
2013-01-25 02:14:41,66,00260001,0,-6.274867,53.353432,-346,33572,2210,1
2013-01-25 02:15:02,66,00260001,0,-6.274867,53.353401,-346,33572,2210,1
2013-01-25 02:15:24,66,00260001,0,-6.274850,53.353416,-346,33572,2210,1
2013-01-25 02:15:44,66,00260001,0,-6.274850,53.353401,-346,33572,2210,1
2013-01-25 02:16:02,66,00260001,0,-6.274867,53.353382,-346,33572,2210,1
2013-01-25 02:16:22,66,00260001,0,-6.274850,53.353401,-346,33572,2210,1
